Transfer Authority,Fiscal Year of Request,Implementing Agency,Country (Transfer to),Item Description,Status,Status Date,Qty Requested,Qty Allocated,Qty Accepted,Qty Rejected,Total Delivered Qty,Total Acquisition Value,Total Current Value
Grant Authority,2016,Army,Iraq,Hammer hand rubber / Aerostat only,Service Authorized to Supply EDA,10/28/16,1,1,0,0,0,$15.00,$4.50
Grant Authority,2016,Army,Iraq,Helium FLow Detector,Service Authorized to Supply EDA,10/28/16,3,3,0,0,0,"$2,565.00",$769.50
Grant Authority,2016,Army,Iraq,Helium Deflation Port/ARDD Burn Wire Installation,Service Authorized to Supply EDA,10/28/16,10,10,0,0,0,"$11,250.00","$3,375.00"
Grant Authority,2016,Army,Iraq,Cable Assembly W6 Output to Burn Wire 17M ARDD,Service Authorized to Supply EDA,10/28/16,2,2,0,0,0,$300.00,$90.00
Grant Authority,2016,Army,Iraq,Hose Assy Hydr Winch Upgrade 1.00,Service Authorized to Supply EDA,10/28/16,2,2,0,0,0,$530.00,$159.00
Grant Authority,2016,Army,Iraq,Hydraulic Motor - Aerostat,Service Authorized to Supply EDA,10/28/16,2,2,0,0,0,"$6,400.00","$1,920.00"
Grant Authority,2016,Army,Iraq,"Close-haul Winch Pulley ""Aerostat Only""",Service Authorized to Supply EDA,10/28/16,55,55,0,0,0,"$4,125.00","$1,237.50"
Grant Authority,2016,Army,Iraq,Tape Vinyl Yellow 1 Roll 3/4 X 66 FT,Service Authorized to Supply EDA,10/28/16,13,13,0,0,0,$45.50,$13.65
Grant Authority,2016,Army,Iraq,Tape vinyl white 1 roll 3/4 X 66 ft / Aero,Service Authorized to Supply EDA,10/28/16,7,7,0,0,0,$24.50,$7.35
Grant Authority,2016,Army,Iraq,TAPE VINYL BROWN 1 ROLL 3/4 X 66 FT,Service Authorized to Supply EDA,10/28/16,8,8,0,0,0,$28.00,$8.40
Grant Authority,2016,Army,Iraq,Tape Vinyl Green 1 Roll 3/4 X 66 FT,Service Authorized to Supply EDA,10/28/16,5,5,0,0,0,$17.50,$5.25
Grant Authority,2016,Army,Iraq,Aerostat Sewer Drain Pipe,Service Authorized to Supply EDA,10/28/16,5,5,0,0,0,$55.00,$16.50
Grant Authority,2016,Army,Iraq,Lightning Storm Detector,Service Authorized to Supply EDA,10/28/16,7,7,0,0,0,"$1,610.00",$483.00
Grant Authority,2016,Army,Iraq,Pwr Supply 12 VDC (ALT PN H377135-1)-Aero only,Service Authorized to Supply EDA,10/28/16,29,29,0,0,0,"$17,545.00","$5,263.50"
Grant Authority,2016,Army,Iraq,Visual Strobe Aero only (ALT PN H377157-1),Service Authorized to Supply EDA,10/28/16,48,48,0,0,0,"$1,200.00",$360.00
Grant Authority,2016,Army,Iraq,Power strip 6 outlet / Aerostat only,Service Authorized to Supply EDA,10/28/16,4,4,0,0,0,"$5,200.00","$1,560.00"
Grant Authority,2016,Army,Iraq,Helium Purge Valve,Service Authorized to Supply EDA,10/28/16,7,7,0,0,0,"$2,625.00",$787.50
Grant Authority,2016,Army,Iraq,I.R. LED Light Assy Beacon Strobe (H377093-1),Service Authorized to Supply EDA,10/28/16,41,41,0,0,0,"$16,400.00","$4,920.00"
Grant Authority,2016,Army,Iraq,Relief Valve,Service Authorized to Supply EDA,10/28/16,6,6,0,0,0,$510.00,$153.00
Grant Authority,2016,Army,Iraq,Cable Assembly W64 Tower and Aero SSIII,Service Authorized to Supply EDA,10/28/16,8,8,0,0,0,"$5,400.00","$1,620.00"
Grant Authority,2016,Army,Iraq,"HOWITZERS, M198",EDA Delivered,3/18/18,48,48,,0,36,"$49,552,176.00","$2,477,608.80"
Grant Authority,2016,Air Force,Iraq,"C-130H, TAIL NUMBER 79--0478",EDA Delivered,2/8/17,1,1,1,0,1,"$30,100,000.00","$1,505,000.00"
Grant Authority,2016,Army,Iraq,Sealevel - Aero PnP & RGSH377129-1 422 port 1-4,Service Authorized to Supply EDA,10/28/16,27,27,0,0,0,"$91,800.00","$27,540.00"
Grant Authority,2016,Army,Iraq,Cable Assembly W57 Gen to Aerostat MMS 200',Service Authorized to Supply EDA,10/28/16,1,1,0,0,0,$950.00,$285.00
Grant Authority,2016,Army,Iraq,Bumper Pad,Service Authorized to Supply EDA,10/28/16,4,4,0,0,0,$920.00,$276.00
Grant Authority,2016,Army,Iraq,Nose Wear Pad,Service Authorized to Supply EDA,10/28/16,3,3,0,0,0,$450.00,$135.00
Grant Authority,2016,Army,Iraq,Ground Power Cable Assembly 200' (Aero) H390174-1,Service Authorized to Supply EDA,10/28/16,1,1,0,0,0,"$1,950.00",$585.00
Grant Authority,2016,Army,Iraq,250 FT Shore Power Cable,Service Authorized to Supply EDA,10/28/16,2,2,0,0,0,"$5,200.00","$1,560.00"
Grant Authority,2016,Army,Iraq,Handle  Emergency Drive,Service Authorized to Supply EDA,10/28/16,6,6,0,0,0,$690.00,$207.00
Grant Authority,2016,Army,Iraq,Rain Shield,Service Authorized to Supply EDA,10/28/16,3,3,0,0,0,"$1,035.00",$310.50
Grant Authority,2016,Army,Iraq,APC 3U UPS Aero A2  (At Deplete use SURTD3000XLT),Service Authorized to Supply EDA,10/28/16,2,2,0,0,0,"$4,600.00","$1,380.00"
Grant Authority,2016,Army,Iraq,Cable Assembly W89 Aerostat Only,Service Authorized to Supply EDA,10/28/16,2,2,0,0,0,$700.00,$210.00
Grant Authority,2016,Army,Iraq,Pressure Tape Vinyl Red Roll 3/4X66' G494566-21,Service Authorized to Supply EDA,10/28/16,16,16,0,0,0,$56.00,$16.80
Grant Authority,2016,Army,Iraq,Pressure Tape Vinyl Blue 1 Roll 3/4 X 66 G494566-8,Service Authorized to Supply EDA,10/28/16,6,6,0,0,0,$21.00,$6.30
Grant Authority,2016,Army,Iraq,W151 Fiber Optic Cable Assembly(Aero),Service Authorized to Supply EDA,10/28/16,14,14,0,0,0,"$21,000.00","$6,300.00"
Grant Authority,2016,Army,Iraq,Load Cell 4000LB (ALT PN H377139-111),Service Authorized to Supply EDA,10/28/16,3,3,0,0,0,"$10,200.00","$3,060.00"
Grant Authority,2016,Army,Iraq,Poppet Valve Installation (ALT PN H377139-118),Service Authorized to Supply EDA,10/28/16,6,6,0,0,0,"$25,200.00","$7,560.00"
Grant Authority,2016,Army,Iraq,ARDD Installation 17M RAID Aerostat H377139-120,Service Authorized to Supply EDA,10/28/16,1,1,0,0,0,"$26,000.00","$7,800.00"
Grant Authority,2016,Army,Iraq,Tether Assy Vectran (ALT PN H377139-202),Service Authorized to Supply EDA,10/28/16,8,8,0,0,0,"$152,000.00","$45,600.00"
Grant Authority,2016,Army,Iraq,Confluence Bridle Assy 2-Leg (ALT PN H377139-203),Service Authorized to Supply EDA,10/28/16,2,2,0,0,0,"$2,800.00",$840.00
Grant Authority,2016,Army,Iraq,Flying Sheave Assembly (ALT PN H377139-207),Service Authorized to Supply EDA,10/28/16,1,1,0,0,0,$250.00,$75.00
Grant Authority,2016,Army,Iraq,Damping Valve Assembly (ALT PN H377139-208),Service Authorized to Supply EDA,10/28/16,3,3,0,0,0,"$1,350.00",$405.00
Grant Authority,2016,Army,Iraq,Hose Assembly 0.75in (ALT PN H377139-209),Service Authorized to Supply EDA,10/28/16,2,2,0,0,0,"$2,400.00",$720.00
Grant Authority,2016,Army,Iraq,Circuit Brkr 1P 15A (Alt H377139-214) - Aero only,Service Authorized to Supply EDA,10/28/16,3,3,0,0,0,$45.00,$13.50
Grant Authority,2016,Army,Iraq,Circuit Brkr 2P 20A (Alt H377139-215) - Aero only,Service Authorized to Supply EDA,10/28/16,16,16,0,0,0,$240.00,$72.00
Grant Authority,2016,Army,Iraq,Circuit Brkr 2P 30A (Alt H377139-217) - Aero only,Service Authorized to Supply EDA,10/28/16,8,8,0,0,0,$120.00,$36.00
Grant Authority,2016,Army,Iraq,Circuit Brkr 2P 25A (Alt H377139-218) - Aero Only,Service Authorized to Supply EDA,10/28/16,4,4,0,0,0,$60.00,$18.00
Grant Authority,2016,Army,Iraq,Circuit Brkr 2P 15A (Alt H377139-219) - Aero Only,Service Authorized to Supply EDA,10/28/16,13,13,0,0,0,$195.00,$58.50
Grant Authority,2016,Army,Iraq,Motor Controller Close Haul (ALT PN H377139-222),Service Authorized to Supply EDA,10/28/16,12,12,0,0,0,"$4,500.00","$1,350.00"
Grant Authority,2016,Army,Iraq,Hydraulic Pressure Gauge (ALT PN H377139-227),Service Authorized to Supply EDA,10/28/16,2,2,0,0,0,"$1,300.00",$390.00
Grant Authority,2016,Army,Iraq,Cable Fiber Optic (H377139-238) Aerostat Only,Service Authorized to Supply EDA,10/28/16,1,1,0,0,0,"$2,500.00",$750.00
Grant Authority,2016,Army,Iraq,Cable Fiber Optic (H377139-239),Service Authorized to Supply EDA,10/28/16,5,5,0,0,0,"$16,000.00","$4,800.00"
Grant Authority,2016,Army,Iraq,FORJ Electrical Slipring 17M (H377139-240),Service Authorized to Supply EDA,10/28/16,1,1,0,0,0,"$7,800.00","$2,340.00"
Grant Authority,2016,Army,Iraq,Cable Assembly Umbilical (H377139-244),Service Authorized to Supply EDA,10/28/16,6,6,0,0,0,"$2,100.00",$630.00
Grant Authority,2016,Army,Iraq,Aerostat Ground Power Cable 50' (H377139-245),Service Authorized to Supply EDA,10/28/16,10,10,0,0,0,"$2,500.00",$750.00
Grant Authority,2016,Army,Iraq,Shim Flying Sheave,Service Authorized to Supply EDA,10/28/16,27,27,0,0,0,"$10,125.00","$3,037.50"
Grant Authority,2016,Army,Iraq,APTU EMI Assy - 17M Aerostat H377139-3,Service Authorized to Supply EDA,10/28/16,5,5,0,0,0,"$140,000.00","$42,000.00"
Grant Authority,2016,Army,Iraq,SCD Pressure Sensor 0-5 IWG(ALT PN H377139-301),Service Authorized to Supply EDA,10/28/16,23,23,0,0,0,"$10,994.00","$3,298.20"
Grant Authority,2016,Army,Iraq,Analog Input Module 8 Chnl (H377139-302),Service Authorized to Supply EDA,10/28/16,3,3,0,0,0,"$1,350.00",$405.00
Grant Authority,2016,Army,Iraq,Relay Module 4 Channel (H377139-303),Service Authorized to Supply EDA,10/28/16,14,14,0,0,0,"$1,890.00",$567.00
Grant Authority,2016,Army,Iraq,Battery Lith-use 4D02554G01 (ALT PN H377139-305),Service Authorized to Supply EDA,10/28/16,25,25,0,0,0,"$1,625.00",$487.50
Grant Authority,2016,Navy,Israel,SH-60F Helicopter,EDA Accepted/LOA Implemented,6/21/17,8,8,8,0,0,"$187,049,080.00","$37,409,816.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"CONTAINERS, PACKAGING AND PACKING SUPPLIES",EDA Delivered,4/12/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"AIRCRAFT LAUNCHING, LANDING AND GROUND HANDELING EQUIPMENT",EDA Delivered,8/21/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,VEHICULAR EQUIPMENT AND COMPONENTS,EDA Delivered,2/5/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"ENGINES, TURBINES, AND COMPONENTS",EDA Delivered,8/23/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,MECHANICAL AND POWER TRANSMISSION EQUIPMENT,EDA Delivered,8/15/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,METALWORKING MACHINERY AND EQUIPMENT,EDA Accepted/LOA Implemented,6/27/17,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,MATERIALS HANDLING EQUIPMENT,EDA Accepted/LOA Implemented,6/27/17,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,REFRIGERATION AND AIR CONDITIONING EQUIPMENT,EDA Delivered,8/16/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"FIRE FIGHTING, RESCUE AND SAFETY EQUIPMENT",EDA Accepted/LOA Implemented,6/27/17,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,MAINTENANCE AND REPAIR SHOP EQUIPMENT,EDA Delivered,8/14/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"HAND & MEASURING TOOLS, HARDWARE AND ADHESIVES",EDA Delivered,6/27/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,COMMUNICATIONS EQUIPMENT,EDA Delivered,8/21/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,ELECTRICAL AND ELECTRONIC EQUIPMENT AND COMPONENTS,EDA Delivered,9/17/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"LIGHTING, ALARM AND SIGNAL SYSTEMS",EDA Delivered,1/17/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,INSTRUMENTS AND LABORATORY EQUIPMENT AND SUPPLIES,EDA Delivered,8/29/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,TRAINING AIDS AND DEVICES,EDA Accepted/LOA Implemented,6/27/17,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,OFFICE SUPPLIES AND DEVICES,EDA Delivered,6/11/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"MEDICAL, DENTAL AND VETERINARY EQUIPMENTS AND SUPPLIES",EDA Delivered,9/20/17,N/A,N/A,N/A,N/A,N/A,"$5,751,092.71","$1,725,327.81"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"INSTRUMENTS, LABORATORY AND TRAINING EQUIPMENT ",EDA Accepted/LOA Implemented,4/27/17,N/A,N/A,N/A,N/A,N/A,"$5,751,092.71","$1,725,327.81"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,HOUSEHOLD AND COMMERCIAL FURNISHINGS ,EDA Delivered,9/28/17,N/A,N/A,N/A,N/A,N/A,"$5,751,092.71","$1,725,327.81"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,CLOTHING AND INDIVIDUAL EQUIPMENT,EDA Delivered,9/28/17,N/A,N/A,N/A,N/A,N/A,"$5,751,092.71","$1,725,327.81"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"Personal Gear, Clothing, and Equipment",EDA Delivered,8/27/19,N/A,N/A,N/A,N/A,N/A,"$5,410,629.00","$2,705,301.00"
FMS Sales,2016,Navy,Israel,CH-53 Spare and Repair Parts,EDA Delivered,9/14/17,N/A,N/A,N/A,N/A,N/A,"$3,520,000.00","$1,760,000.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"AIRCRAFT PARTS, COMPONENTS AND ACCESSORIES",EDA Delivered,8/23/19,0,0,0,0,64,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"A/C LAUNCHING, LANDING, GROUND HANDLING EQUIP",Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,VEHICULAR EQUIPMENT COMPONENTS AND ACCESSORIES,Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"ENGINES, TURBINES, COMPONENTS AND ACCESSORIES",EDA Delivered,7/5/16,0,0,0,0,26,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,MECHANICAL POWER TRANSMISSION EQUIPMENT / BEARINGS,EDA Delivered,12/23/19,0,0,0,0,27,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,SUPPORT MACHINERY AND EQUIPMENT,Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,MATERIALS HANDLING EQUIPMENT AND SUPPLIES,Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"HEATING, COOLING, VENTILATION, AC EQUIPMENT",Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"RESCUE, AND SAFETY EQUIPMENT",Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"WATER, PLUMBING, WASTE DISPOSAL, FLOW CONTROL",Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,MAINTENANCE/REPAIR TOOLS/EQUIP/SUPPLIES,EDA Accepted/LOA Implemented,7/5/16,0,0,0,0,151,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"COMMUNICATION, DETECTION, EQUIPMENT AND COMPONENTS",Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"ELECTRICAL, ELECTRONIC, FIBER OPTIC EQUIP/PARTS",Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"LIGHTING, ALARM, SIGNAL, SECURITY SYSTEMS/PARTS",EDA Delivered,5/10/19,0,0,0,0,2,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"INSTRUMENTS, LAB, PHOTO, TRAINING EQUIP/SUPPLIES",Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"ADP EQUIP, INCLUDING FIRM/SOFTWARE, SUPPLIES/SE",Service Authorized to Supply EDA,7/5/16,0,0,0,0,0,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,MAINTENANCE SUPPORT EQUIPMENT AND SUPPLIES,EDA Delivered,12/19/18,0,0,0,0,17,"$811,918.97","$243,575.69"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,"BRUSHES, PAINTS, SEALERS AND ADHESIVES",EDA Accepted/LOA Implemented,6/27/17,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Defense Logistics Agency (DLA),Israel,AIRCRAFT COMPONENTS AND ACCESSORIES,EDA Delivered,9/25/19,N/A,N/A,N/A,N/A,N/A,"$1,210,756.00","$363,227.00"
Grant Authority,2016,Army,Jordan,AN/TPQ-36V(10) Firefinder Radar,EDA Delivered,1/31/19,7,7,7,0,7,"$70,643,860.00","$7,064,386.00"
Grant Authority,2016,Army,Jordan,"RADAR SET, SEMITRAILER MOUNTED",EDA Accepted/LOA Implemented,1/10/17,4,4,2,0,0,"$8,928,908.00","$892,890.80"
Grant Authority,2016,Army,Jordan,"LOADER TRANSPORTER, GUIDED MISSILE",EDA Accepted/LOA Implemented,1/10/17,15,13,13,0,0,"$2,080,000.00","$208,000.00"
Grant Authority,2016,Army,Jordan,"RADAR SET, SEMITRAILER MOUNTED",EDA Accepted/LOA Implemented,1/10/17,8,8,4,0,0,"$12,444,960.00","$1,244,496.00"
Grant Authority,2016,Army,Jordan,"COMMAND POST CARRIER, M577A2",EDA Delivered,2/1/17,150,150,150,0,150,"$48,476,700.00","$4,847,670.00"
Grant Authority,2016,Army,Jordan,AN/TPQ-46B  Firefinder Radar,Service Authorized to Supply EDA,1/10/17,3,3,0,0,0,"$15,000,000.00","$750,000.00"
Grant Authority,2016,Army,Jordan,"BATTERY CONTROL CENTRAL, TRAILER MOUNTED, GM",EDA Accepted/LOA Implemented,1/10/17,4,4,1,0,0,"$2,473,528.00","$247,352.80"
Grant Authority,2016,Army,Jordan,"BATTERY COMMAND POST, GUIDED MISSILE",EDA Accepted/LOA Implemented,1/10/17,4,3,2,0,0,"$2,226,174.00","$222,617.40"
Grant Authority,2016,Army,Jordan,M577A2 Command Post Carrier,EDA Delivered,12/16/17,150,150,150,0,150,"$48,476,700.00","$4,847,670.00"
Grant Authority,2016,Army,Jordan,AN/TPQ-36V(10) Firefinder Radar,EDA Delivered,1/31/19,2,2,2,0,2,"$20,183,960.00","$1,009,198.00"
Grant Authority,2016,Army,Jordan,AN/TPQ-46B Firefinder Radar,Service Authorized to Supply EDA,1/10/17,4,4,0,0,0,"$20,000,000.00","$2,000,000.00"
Grant Authority,2016,Army,Jordan,"PLATOON COMMAND POST, GUIDED MISSILE",EDA Accepted/LOA Implemented,1/10/17,8,2,1,0,0,"$6,306,670.00","$630,667.00"
Grant Authority,2016,Air Force,Kenya,C-145A Skytruck Aircraft,EDA Delivered,9/30/18,6,3,3,0,3,"$30,000,000.00","$9,000,000.00"
Grant Authority,2016,Army,Lebanon,"M2 MACHINE GUN, CALIBER .50",EDA Delivered,4/16/17,800,800,800,0,800,"$10,148,000.00","$1,014,800.00"
Grant Authority,2016,Army,Lebanon,"M109A5 HOWITZER, SELF-PROPELLED, WITH CANNON TUBES",EDA Accepted/LOA Implemented,3/31/17,24,24,24,0,0,"$22,158,864.00","$1,107,943.20"
Grant Authority,2016,Defense Logistics Agency (DLA),Lebanon,"VEHICULAR PARTS, EQUIPMENT COMPONENTS",EDA Accepted/LOA Implemented,4/7/17,N/A,N/A,N/A,N/A,N/A,"$9,201,748.33","$2,760,524.50"
Grant Authority,2016,Defense Logistics Agency (DLA),Lebanon,TIRES AND TUBES,EDA Accepted/LOA Implemented,4/7/17,N/A,N/A,N/A,N/A,N/A,"$9,201,748.33","$2,760,524.50"
Grant Authority,2016,Defense Logistics Agency (DLA),Lebanon,"ENGINES, TURBINES, AND COMPONENTS",EDA Accepted/LOA Implemented,4/7/17,N/A,N/A,N/A,N/A,N/A,"$9,201,748.33","$2,760,524.50"
Grant Authority,2016,Defense Logistics Agency (DLA),Lebanon,MECHANICAL POWER TRANSMISSION EQUIPMENT,EDA Accepted/LOA Implemented,4/7/17,N/A,N/A,N/A,N/A,N/A,"$9,201,748.33","$2,760,524.50"
Grant Authority,2016,Defense Logistics Agency (DLA),Lebanon,CLOTHING AND INDIVIDUAL EQUIPMENT,EDA Accepted/LOA Implemented,4/7/17,N/A,N/A,N/A,N/A,N/A,"$9,201,748.33","$2,760,524.50"
Grant Authority,2016,Army,Lebanon,"FIELD ARTILLERY AMMUNITION SUPPORT VEHICLES, M992",EDA Delivered,8/14/17,10,10,10,0,10,"$11,406,670.00","$1,140,667.00"
Grant Authority,2016,Army,Malaysia,"M109A5 HOWITZERS WITH CANNON TUBES, SELF-PROPELLED",EDA Accepted/LOA Implemented,8/24/16,29,29,29,0,0,"$26,775,294.00","$1,338,764.70"
Grant Authority,2016,Army,Mexico,CTG 20MM LINKED TP-T M220,Service Authorized to Supply EDA,3/1/16,145000,145000,0,0,0,"$640,900.00","$192,270.00"
Grant Authority,2016,Army,Mexico,CTG 81MM EX 134-0,Service Authorized to Supply EDA,3/1/16,1000,1000,0,0,0,"$62,000.00","$18,600.00"
Grant Authority,2016,Army,Mexico,60MM IGNITION M4 MORTAR,Service Authorized to Supply EDA,3/1/16,1000,1000,0,0,0,$80.00,$24.00
Grant Authority,2016,Army,Mexico,CTG 5.56MM TR M856 SNGLE ROUND F/RIFLE M16A2,EDA Delivered,10/30/17,793,793,0,0,793,$578.89,$173.67
Grant Authority,2016,Army,Mexico,CTG 105MM HEP-T M326,Service Authorized to Supply EDA,3/1/16,650,650,0,0,0,"$22,685.00","$6,805.50"
Grant Authority,2016,Army,Mexico,"FUZE, HAND GRENADE PRACTICE M10A & M205",Service Authorized to Supply EDA,3/1/16,573,573,0,0,0,$343.80,$103.14
Grant Authority,2016,Army,Mexico,"CHARGE, PRACTICE HAND GRENADE M21MK2 M30",Service Authorized to Supply EDA,3/1/16,1001,1001,0,0,0,"$62,062.00","$18,618.60"
Grant Authority,2016,Army,Mexico,20MM TP,Service Authorized to Supply EDA,3/1/16,2082,2082,0,0,0,"$9,056.70","$2,717.01"
Grant Authority,2016,Army,Mexico,CTG 20MM TP M55A3/TP-T M220 7/1 M14 LKD,Service Authorized to Supply EDA,3/1/16,2389,2389,0,0,0,"$11,706.10","$3,511.83"
Grant Authority,2016,Army,Mexico,GRENADE HAND INCENDIARY AN-M14,EDA Delivered,10/31/17,3600,3600,0,0,1575,"$86,688.00","$26,006.40"
Grant Authority,2016,Army,Mexico,"3""/50 HE-IR MK33",Service Authorized to Supply EDA,3/1/16,4000,4000,0,0,0,"$744,000.00","$223,200.00"
Grant Authority,2016,Army,Mexico,CTG CAL .45 BLANK M9,Service Authorized to Supply EDA,3/1/16,7035,7035,0,0,0,"$5,205.90","$1,561.77"
Grant Authority,2016,Army,Mexico,CTG IGNITION M3 FOR MORTAR,Service Authorized to Supply EDA,3/1/16,10000,10000,0,0,0,"$1,200.00",$360.00
Grant Authority,2016,Army,Mexico,CTG 45 CAL TRACER M26,EDA Delivered,10/31/17,11328,11328,0,0,11328,"$2,492.16",$747.65
Grant Authority,2016,Army,Mexico,CTG CAL .45 DUMMY M1921 SINGLE ROUND,Service Authorized to Supply EDA,3/1/16,14645,14645,0,0,0,"$3,514.80","$1,054.44"
Grant Authority,2016,Army,Mexico,60MM IGNITION M4 MORTAR,Service Authorized to Supply EDA,3/1/16,15000,15000,0,0,0,"$1,500.00",$450.00
Grant Authority,2016,Army,Mexico,CTG 7.62MM BALL M80,EDA Delivered,11/2/17,30000,30000,0,0,30000,"$21,900.00","$6,570.00"
Grant Authority,2016,Army,Mexico,REFURBISHMENT KIT F/60MM PRAC M766,Service Authorized to Supply EDA,3/1/16,50000,50000,0,0,0,"$500,000.00","$150,000.00"
Grant Authority,2016,Army,Mexico,ROCKET 35MM TNG PRACTICE (LAW),Service Authorized to Supply EDA,3/1/16,50000,50000,0,0,0,"$8,300,000.00","$2,490,000.00"
Grant Authority,2016,Army,Mexico,"CTG .30CAL BALL, GRADE R, 8 ROUND CLIP",Service Authorized to Supply EDA,3/1/16,100000,100000,0,0,0,"$16,000.00","$4,800.00"
